SRR5647732,Kuruka,6.35,0.13
SRR5647733,Kuruka,5.26,0.12
SRR5647734,Kuruka,4.97,0.11
SRR5647735,Kuruka,6.31,0.14
SRR5647736,Kuruka,4.70,0.09
SRR5647737,Kuruka,5.43,0.10
SRR5647738,Kuruka,5.55,0.10
SRR5647739,Kuruka,6.27,0.14
SRR5647740,Kuruka,7.32,0.13
SRR5647741,Kuruka,6.88,0.15
SRR5647742,Kuruka,9.08,0.15
SRR5647743,Kuruka,7.28,0.14
SRR5647744,Kuruka,5.35,0.13
SRR5647745,Kuruka,4.84,0.13
SRR5647746,Kuruka,8.78,0.13
SRR5647747,Kuruka,10.34,0.16
SRR5647748,Kuruka,9.40,0.12
SRR5647749,Kuruka,10.85,0.14
SRR5647750,Kuruka,11.66,0.12
SRR5647751,Kuruka,6.40,0.10
SRR5647752,Kuruka,6.62,0.11
SRR5647753,Kuruka,6.78,0.10
SRR5647754,Kuruka,4.84,0.10
SRR5647755,Kuruka,8.56,0.11
SRR5647756,Kuruka,4.02,0.10
SRR5647757,Kuruka,7.78,0.14
SRR5647758,Kuruka,9.49,0.14
SRR5647759,Kuruka,4.56,0.12
SRR5647760,Kuruka,4.41,0.11
SRR5647761,Kuruka,5.18,0.11
SRR5647762,Kuruka,3.15,0.09
SRR5647763,Kuruka,4.00,0.09
SRR5647764,Kuruka,4.44,0.12
SRR5647765,Kuruka,4.78,0.11
SRR5647766,Kuruka,5.23,0.10
SRR5647767,Kuruka,5.33,0.12
SRR5647768,Kuruka,3.97,0.12
SRR5647769,Kuruka,9.64,0.22
SRR5647770,Kuruka,6.99,0.16
SRR5647771,Kuruka,6.44,0.14
SRR5647772,Kuruka,5.20,0.12
SRR5647773,Kuruka,7.69,0.15
SRR5647774,Kuruka,8.42,0.16
SRR5647775,Kuruka,7.77,0.11
SRR5647776,Kuruka,7.47,0.21
SRR8061818,Kuruka,1.63,0.16
SRR8061819,Kuruka,1.50,0.14
SRR8439107,Kuruka,1.30,0.10
SRR8439108,Kuruka,4.73,0.10
SRR8439109,Kuruka,1.24,0.07
SRR8439110,Kuruka,1.04,0.06
SRR8439111,Kuruka,1.62,0.08
SRR8439112,Kuruka,0.85,0.04
SRR8439113,Kuruka,1.45,0.10
SRR8439114,Kuruka,0.75,0.04
SRR8439115,Kuruka,3.69,0.15
SRR8439116,Kuruka,1.03,0.06
SRR8439117,Kuruka,1.19,0.09
SRR8439118,Kuruka,0.96,0.04
SRR8439119,Kuruka,0.75,0.05
SRR8439120,Kuruka,0.85,0.05
SRR8439121,Kuruka,0.86,0.04
SRR8439122,Kuruka,0.76,0.04
SRR8439123,Kuruka,1.19,0.06
SRR8439124,Kuruka,0.86,0.04
SRR8439125,Kuruka,1.24,0.05
SRR8439126,Kuruka,1.51,0.05
SRR8439127,Kuruka,1.11,0.09
SRR8439128,Kuruka,3.80,0.17
SRR8439129,Kuruka,1.01,0.05
SRR8439130,Kuruka,0.83,0.04
SRR8439131,Kuruka,2.16,0.05
SRR8439132,Kuruka,0.84,0.04
SRR8439133,Kuruka,1.08,0.05
SRR8439134,Kuruka,0.92,0.03
SRR8439135,Kuruka,0.81,0.03
SRR8439136,Kuruka,0.76,0.02
SRR8439137,Kuruka,0.87,0.05
SRR8439138,Kuruka,0.83,0.04
SRR8439139,Kuruka,4.16,0.15
SRR8439140,Kuruka,4.50,0.18
SRR8439141,Kuruka,1.05,0.06
SRR8439142,Kuruka,1.01,0.05
SRR8439143,Kuruka,1.01,0.06
SRR8439144,Kuruka,0.77,0.04
SRR8439145,Kuruka,1.40,0.07
SRR8439146,Kuruka,0.84,0.05
SRR8439147,Kuruka,3.61,0.15
SRR8439148,Kuruka,0.82,0.04
SRR8439149,Kuruka,4.04,0.16
SRR8439150,Kuruka,0.73,0.03
SRR8439151,Kuruka,1.39,0.07
SRR8439152,Kuruka,0.98,0.05
SRR8439153,Kuruka,1.46,0.10
SRR8439154,Kuruka,0.90,0.06
SRR8439155,Kuruka,1.04,0.07
SRR8439156,Kuruka,1.24,0.06
SRR8439157,Kuruka,1.06,0.05
SRR8439158,Kuruka,1.02,0.06
SRR8439159,Kuruka,1.12,0.07
SRR8439160,Kuruka,0.74,0.04
SRR8439161,Kuruka,0.76,0.03
SRR8439162,Kuruka,0.92,0.04
SRR8439163,Kuruka,0.65,0.03
SRR8439164,Kuruka,0.77,0.03
SRR8439165,Kuruka,0.87,0.05
SRR8439166,Kuruka,0.79,0.04
SRR8439167,Kuruka,4.16,0.17
SRR8439168,Kuruka,0.90,0.03
SRR8439169,Kuruka,4.72,0.20
SRR8494422,Kuruka,4.35,0.18
SRR8494423,Kuruka,4.08,0.17
SRR8494424,Kuruka,4.30,0.17
SRR8494425,Kuruka,4.83,0.19
SRR8494426,Kuruka,1.16,0.09
SRR8494427,Kuruka,4.48,0.19
SRR8494428,Kuruka,4.89,0.21
SRR8494429,Kuruka,3.19,0.17
SRR8494430,Kuruka,4.08,0.17
SRR8494431,Kuruka,4.11,0.17
SRR8494432,Kuruka,4.43,0.19
SRR8494433,Kuruka,3.98,0.15
SRR8494434,Kuruka,3.56,0.15
SRR8494435,Kuruka,3.83,0.15
SRR8494436,Kuruka,4.02,0.16
SRR8494437,Kuruka,4.31,0.17
SRR8494438,Kuruka,3.47,0.15
SRR8494439,Kuruka,3.03,0.13
SRR8494440,Kuruka,3.82,0.17
SRR8494441,Kuruka,3.07,0.12
SRR8494442,Kuruka,2.49,0.12
SRR8494443,Kuruka,3.15,0.14
SRR8494444,Kuruka,3.92,0.17
SRR8494445,Kuruka,3.02,0.14
SRR8494446,Kuruka,4.05,0.15
SRR8494447,Kuruka,3.61,0.18
SRR8494448,Kuruka,3.79,0.15
SRR8494449,Kuruka,3.80,0.16
SRR8494450,Kuruka,4.36,0.28
SRR8494451,Kuruka,3.94,0.15
SRR8494452,Kuruka,3.91,0.16
SRR8494453,Kuruka,4.02,0.16
SRR8494454,Kuruka,4.01,0.16
SRR8494455,Kuruka,3.83,0.17
SRR8494456,Kuruka,3.04,0.18
SRR8494457,Kuruka,2.73,0.14
SRR8494458,Kuruka,3.37,0.14
SRR8494459,Kuruka,3.69,0.15
SRR8494460,Kuruka,3.76,0.16
SRR8494461,Kuruka,3.87,0.17
SRR8494462,Kuruka,3.58,0.18
SRR8494463,Kuruka,4.08,0.19
SRR8494464,Kuruka,3.39,0.15
SRR8494465,Kuruka,3.90,0.16
SRR8494466,Kuruka,4.03,0.17
SRR8494467,Kuruka,3.61,0.15
SRR8494468,Kuruka,3.60,0.16
SRR8494469,Kuruka,4.36,0.18
SRR8494470,Kuruka,2.93,0.22
SRR8494471,Kuruka,2.65,0.12
SRR8494472,Kuruka,4.05,0.16
SRR8494473,Kuruka,2.80,0.13
SRR8494474,Kuruka,3.03,0.13
SRR8494475,Kuruka,2.59,0.13
SRR8494476,Kuruka,4.22,0.24
SRR8494477,Kuruka,3.77,0.15
SRR8494478,Kuruka,4.30,0.17
SRR8494479,Kuruka,3.57,0.15
SRR900425,Kuruka,2.21,0.17
SRR9951090,Kuruka,2.11,0.13
